group,peg_id,socket,detail,label,reason,margin_mm,p_yes,mass_yes,mass_no,answer,top_token,top_prob,n_input_tokens,latency_s,prep_s,peak_vram_gb,invalid
mate,ellipse_01,ellipse_01,,compatible,,0.2998,0.8324414918914155,0.8315796256065369,0.1673850268125534,yes,yes,0.7400315403938293,14956,8.482894499997201,0.13757759999862174,7.785388469696045,
look_alike,ellipse_01,ellipse_01_shrunk0.20,,incompatible,,-0.2012,0.8290091547718211,0.8281086683273315,0.17080511152744293,yes,yes,0.7263180017471313,14956,6.979019600003085,0.10385990000213496,7.785388469696045,
easy,ellipse_01,cross_01,,incompatible,,-2.0,0.8078858481988664,0.8068466782569885,0.19186703860759735,yes,yes,0.7089924216270447,14956,6.405270200000814,0.11995499999829917,7.785388469696045,
rotation,ellipse_01,ellipse_01_rot90,90 deg,compatible,,0.2998,0.8160667202468259,0.815165638923645,0.18373018503189087,yes,yes,0.7190155386924744,14956,6.457546900001034,0.10624449999886565,7.785388469696045,
mate,ellipse_02,ellipse_02,,compatible,,0.2998,0.8240432633473689,0.8231071829795837,0.17575685679912567,yes,yes,0.7162683606147766,14956,6.470158399999491,0.10195810000004712,7.785388469696045,
look_alike,ellipse_02,ellipse_02_shrunk0.20,,incompatible,,-0.2012,0.8238808982241376,0.8229531049728394,0.175920769572258,yes,yes,0.7189962267875671,14956,7.0394334999982675,0.10049129999970319,7.785388469696045,
easy,ellipse_02,cross_01,,incompatible,,-1.5703,0.8016676703759597,0.800622820854187,0.1980738341808319,yes,yes,0.7087109088897705,14956,7.421954199999163,0.11216409999906318,7.785388469696045,
rotation,ellipse_02,ellipse_02_rot90,90 deg,compatible,,0.2998,0.8189548707285512,0.8180443644523621,0.18084384500980377,yes,yes,0.7279834747314453,14956,7.105419899999106,0.11317790000248351,7.785388469696045,
mate,ellipse_03,ellipse_03,,compatible,,0.2998,0.8120113782016856,0.8110987544059753,0.1877773404121399,yes,yes,0.7140877842903137,14956,6.915547900000092,0.11673510000036913,7.785388469696045,
look_alike,ellipse_03,ellipse_03_shrunk0.20,,incompatible,,-0.2012,0.8150038140172533,0.8141301870346069,0.18479788303375244,yes,yes,0.7244935035705566,14956,6.701234000000113,0.10584369999924093,7.785388469696045,
easy,ellipse_03,dshape_03,,incompatible,,-2.0,0.8229473577993865,0.822014570236206,0.17685195803642273,yes,yes,0.7078739404678345,14956,6.327625800000533,0.10444830000051297,7.785388469696045,
rotation,ellipse_03,ellipse_03_rot90,90 deg,compatible,,0.2998,0.8092744836893467,0.8082830905914307,0.19049187004566193,yes,yes,0.6898687481880188,14956,6.4841305000009015,0.09722179999880609,7.785388469696045,
mate,dshape_01,dshape_01,,compatible,,0.2923,0.8013306834861382,0.8002120852470398,0.19839198887348175,yes,yes,0.6682000756263733,14956,6.264565600002243,0.09479320000173175,7.785388469696045,
look_alike,dshape_01,dshape_01_shrunk0.20,,incompatible,,-0.209,0.8002220604312436,0.7990716695785522,0.1994907408952713,yes,yes,0.6566324830055237,14956,6.264648199998192,0.10220230000049924,7.785388469696045,
easy,dshape_01,cross_01,,incompatible,,-2.0,0.789566154378043,0.7884291410446167,0.21013081073760986,yes,yes,0.6774182319641113,14956,6.661286500002461,0.09384910000153468,7.785388469696045,
rotation,dshape_01,dshape_01_rot90,90 deg,compatible,,0.2923,0.8043264408368688,0.8032490015029907,0.19541144371032715,yes,yes,0.6758503317832947,14956,6.415386799999396,0.11584980000043288,7.785388469696045,
mate,dshape_02,dshape_02,,compatible,,0.283,0.8142704363077744,0.8131569623947144,0.18547558784484863,yes,yes,0.6644869446754456,14956,44.52386690000276,0.10767210000267369,7.785388469696045,
look_alike,dshape_02,dshape_02_shrunk0.20,,incompatible,,-0.2217,0.8214802625497786,0.8204052448272705,0.1782861202955246,yes,yes,0.6885893940925598,14956,52.263054099996225,5.8934210000006715,7.785388469696045,
easy,dshape_02,cross_01,,incompatible,,-2.0,0.7911506285057859,0.7899696826934814,0.20853762328624725,yes,yes,0.6613418459892273,14956,55.303771300001245,6.764209400003892,7.785388469696045,
rotation,dshape_02,dshape_02_rot90,90 deg,compatible,,0.283,0.8117028983501424,0.8105682730674744,0.18803389370441437,yes,yes,0.6546581983566284,14956,54.129025999995065,0.1410524999955669,7.785388469696045,
mate,dshape_03,dshape_03,,compatible,,0.2744,0.8142699136864716,0.813181459903717,0.18548181653022766,yes,yes,0.692453920841217,14956,55.328581299996586,0.21284709999599727,7.785388469696045,
look_alike,dshape_03,dshape_03_shrunk0.20,,incompatible,,-0.2412,0.8153018314819364,0.8141962289810181,0.18444770574569702,yes,yes,0.6745966076850891,14956,46.85123680000106,0.2014169000030961,7.785388469696045,
easy,dshape_03,cross_01,,incompatible,,-1.5615,0.783578723600492,0.7823719382286072,0.2160879671573639,yes,yes,0.6516183614730835,14956,48.31340719999571,0.1113480999993044,7.785388469696045,
rotation,dshape_03,dshape_03_rot90,90 deg,compatible,,0.2744,0.8025727704502089,0.8013916015625,0.19713667035102844,yes,yes,0.6372859477996826,14956,42.26512129999901,0.12901679999777116,7.785388469696045,
mate,dshape_04,dshape_04,,compatible,,0.2865,0.8003857246369167,0.7992496490478516,0.19933094084262848,yes,yes,0.6474431753158569,14956,45.590288000006694,0.10335940000368282,7.785388469696045,
look_alike,dshape_04,dshape_04_shrunk0.20,,incompatible,,-0.2158,0.8052978579796589,0.8041861057281494,0.19443334639072418,yes,yes,0.6571474671363831,14956,47.576956700002484,0.09985299999971176,7.785388469696045,
easy,dshape_04,dshape_03,,incompatible,,-2.0,0.8159056061331698,0.8148183822631836,0.18384908139705658,yes,yes,0.6750959753990173,14956,45.56128620000527,0.10522710000077495,7.785388469696045,
rotation,dshape_04,dshape_04_rot90,90 deg,compatible,,0.2865,0.8006572623723783,0.7994205355644226,0.19903482496738434,yes,yes,0.6054554581642151,14956,41.71962599999824,0.14035100000182865,7.785388469696045,
mate,cross_01,cross_01,,compatible,,0.2999,0.7791447507341849,0.7777876853942871,0.2204705774784088,yes,yes,0.5252729654312134,14956,52.11216830000194,0.11905819999810774,7.785388469696045,
look_alike,cross_01,cross_01_shrunk0.20,,incompatible,,-0.2832,0.7619040567683384,0.760570764541626,0.23767928779125214,yes,yes,0.44187724590301514,14956,49.85305479999806,0.12318899999809219,7.785388469696045,
easy,cross_01,tube_01,,incompatible,,-2.0,0.7841961372834184,0.7829651236534119,0.21546509861946106,yes,yes,0.5744865536689758,14956,46.04608449999796,0.12776159999339143,7.785388469696045,
mate,cross_02,cross_02,,compatible,,0.2999,0.7794417076067783,0.7780697345733643,0.2201700657606125,yes,yes,0.5281081795692444,14956,42.72151090000261,0.12024750000273343,7.785388469696045,
